"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2009-01-02T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.53,"bereinigt"
"2009-01-02T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.21,"bereinigt"
"2009-01-02T10:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",84.52,"bereinigt"
"2009-01-02T10:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T10:00+0100","Zch_Schimmelstrasse","T","h1","°C",-0.18,"bereinigt"
"2009-01-02T10:00+0100","Zch_Schimmelstrasse","WD","h1","°",349.06,"bereinigt"
"2009-01-02T10:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.37,"bereinigt"
"2009-01-02T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",85.33,"bereinigt"
"2009-01-02T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.42,"bereinigt"
"2009-01-02T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.48,"bereinigt"
"2009-01-02T11:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",82.8,"bereinigt"
"2009-01-02T11:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T11:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.02,"bereinigt"
"2009-01-02T11:00+0100","Zch_Schimmelstrasse","WD","h1","°",15.11,"bereinigt"
"2009-01-02T11:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.33,"bereinigt"
"2009-01-02T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.24,"bereinigt"
"2009-01-02T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.47,"bereinigt"
"2009-01-02T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.42,"bereinigt"
"2009-01-02T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",81,"bereinigt"
"2009-01-02T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",-0.08,"bereinigt"
"2009-01-02T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",1.5,"bereinigt"
"2009-01-02T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.43,"bereinigt"
"2009-01-02T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",81.45,"bereinigt"
"2009-01-02T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.42,"bereinigt"
"2009-01-02T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.95,"bereinigt"
"2009-01-02T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",79.76,"bereinigt"
"2009-01-02T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",0,"bereinigt"
"2009-01-02T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",341.67,"bereinigt"
"2009-01-02T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.49,"bereinigt"
"2009-01-02T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.15,"bereinigt"
"2009-01-02T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.27,"bereinigt"
"2009-01-02T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.64,"bereinigt"
"2009-01-02T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.05,"bereinigt"
"2009-01-02T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.5,"bereinigt"
"2009-01-02T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",256.57,"bereinigt"
"2009-01-02T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.29,"bereinigt"
"2009-01-02T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.37,"bereinigt"
"2009-01-02T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.07,"bereinigt"
"2009-01-02T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.56,"bereinigt"
"2009-01-02T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.06,"bereinigt"
"2009-01-02T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.77,"bereinigt"
"2009-01-02T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",23.39,"bereinigt"
"2009-01-02T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.53,"bereinigt"
"2009-01-02T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.18,"bereinigt"
"2009-01-02T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",0.12,"bereinigt"
"2009-01-02T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.76,"bereinigt"
"2009-01-02T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",86.8,"bereinigt"
"2009-01-02T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.25,"bereinigt"
"2009-01-02T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",5.52,"bereinigt"
"2009-01-02T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.53,"bereinigt"
"2009-01-02T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.65,"bereinigt"
"2009-01-02T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.18,"bereinigt"
"2009-01-02T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.82,"bereinigt"
"2009-01-02T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.6,"bereinigt"
"2009-01-02T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",0.17,"bereinigt"
"2009-01-02T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",15.85,"bereinigt"
"2009-01-02T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.78,"bereinigt"
"2009-01-02T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",89.39,"bereinigt"
"2009-01-02T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.35,"bereinigt"
"2009-01-02T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.88,"bereinigt"
"2009-01-02T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",80.76,"bereinigt"
"2009-01-02T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",-0.23,"bereinigt"
"2009-01-02T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",31.53,"bereinigt"
"2009-01-02T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.83,"bereinigt"
"2009-01-02T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",82.19,"bereinigt"
"2009-01-02T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.73,"bereinigt"
"2009-01-02T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.16,"bereinigt"
"2009-01-02T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.37,"bereinigt"
"2009-01-02T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",-0.42,"bereinigt"
"2009-01-02T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",12.68,"bereinigt"
"2009-01-02T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.04,"bereinigt"
"2009-01-02T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.25,"bereinigt"
"2009-01-02T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-0.98,"bereinigt"
"2009-01-02T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.45,"bereinigt"
"2009-01-02T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",78.63,"bereinigt"
"2009-01-02T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",-0.78,"bereinigt"
"2009-01-02T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",20.49,"bereinigt"
"2009-01-02T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.18,"bereinigt"
"2009-01-02T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",79.98,"bereinigt"
"2009-01-02T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-1.25,"bereinigt"
"2009-01-02T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.66,"bereinigt"
"2009-01-02T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.96,"bereinigt"
"2009-01-02T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",-1.4,"bereinigt"
"2009-01-02T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",17.9,"bereinigt"
"2009-01-02T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.26,"bereinigt"
"2009-01-02T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",78.18,"bereinigt"
"2009-01-02T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-1.75,"bereinigt"
"2009-01-02T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.66,"bereinigt"
"2009-01-02T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.11,"bereinigt"
"2009-01-02T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",-1.8,"bereinigt"
"2009-01-02T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",25.7,"bereinigt"
"2009-01-02T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.39,"bereinigt"
"2009-01-02T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",75.45,"bereinigt"
"2009-01-02T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-2.15,"bereinigt"
"2009-01-02T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.8,"bereinigt"
"2009-01-02T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.12,"bereinigt"
"2009-01-02T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-02T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",-2.22,"bereinigt"
"2009-01-02T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",22.66,"bereinigt"
"2009-01-02T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.29,"bereinigt"
"2009-01-02T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.45,"bereinigt"
"2009-01-02T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-2.5,"bereinigt"
"2009-01-02T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.76,"bereinigt"
"2009-01-03T00:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",72.87,"bereinigt"
"2009-01-03T00:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T00:00+0100","Zch_Schimmelstrasse","T","h1","°C",-2.48,"bereinigt"
"2009-01-03T00:00+0100","Zch_Schimmelstrasse","WD","h1","°",13.77,"bereinigt"
"2009-01-03T00:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.24,"bereinigt"
"2009-01-03T00:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",72.42,"bereinigt"
"2009-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-2.78,"bereinigt"
"2009-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.53,"bereinigt"
"2009-01-03T01:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.82,"bereinigt"
"2009-01-03T01:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T01:00+0100","Zch_Schimmelstrasse","T","h1","°C",-2.63,"bereinigt"
"2009-01-03T01:00+0100","Zch_Schimmelstrasse","WD","h1","°",22.03,"bereinigt"
"2009-01-03T01:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.26,"bereinigt"
"2009-01-03T01:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.72,"bereinigt"
"2009-01-03T01:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-2.95,"bereinigt"
"2009-01-03T01:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.21,"bereinigt"
"2009-01-03T02:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.87,"bereinigt"
"2009-01-03T02:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T02:00+0100","Zch_Schimmelstrasse","T","h1","°C",-2.87,"bereinigt"
"2009-01-03T02:00+0100","Zch_Schimmelstrasse","WD","h1","°",20.04,"bereinigt"
"2009-01-03T02:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.22,"bereinigt"
"2009-01-03T02:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.53,"bereinigt"
"2009-01-03T02:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.2,"bereinigt"
"2009-01-03T02:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.26,"bereinigt"
"2009-01-03T03:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.65,"bereinigt"
"2009-01-03T03:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T03:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.02,"bereinigt"
"2009-01-03T03:00+0100","Zch_Schimmelstrasse","WD","h1","°",25.14,"bereinigt"
"2009-01-03T03:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.4,"bereinigt"
"2009-01-03T03:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.47,"bereinigt"
"2009-01-03T03:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.32,"bereinigt"
"2009-01-03T03:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.03,"bereinigt"
"2009-01-03T04:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.33,"bereinigt"
"2009-01-03T04:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T04:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.08,"bereinigt"
"2009-01-03T04:00+0100","Zch_Schimmelstrasse","WD","h1","°",10.22,"bereinigt"
"2009-01-03T04:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.18,"bereinigt"
"2009-01-03T04:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.97,"bereinigt"
"2009-01-03T04:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.35,"bereinigt"
"2009-01-03T04:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.83,"bereinigt"
"2009-01-03T05:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.2,"bereinigt"
"2009-01-03T05:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T05:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.15,"bereinigt"
"2009-01-03T05:00+0100","Zch_Schimmelstrasse","WD","h1","°",22.36,"bereinigt"
"2009-01-03T05:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.32,"bereinigt"
"2009-01-03T05:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.95,"bereinigt"
"2009-01-03T05:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.45,"bereinigt"
"2009-01-03T05:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.56,"bereinigt"
"2009-01-03T06:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.07,"bereinigt"
"2009-01-03T06:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T06:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.18,"bereinigt"
"2009-01-03T06:00+0100","Zch_Schimmelstrasse","WD","h1","°",16.59,"bereinigt"
"2009-01-03T06:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.2,"bereinigt"
"2009-01-03T06:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.78,"bereinigt"
"2009-01-03T06:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.45,"bereinigt"
"2009-01-03T06:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.62,"bereinigt"
"2009-01-03T07:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.38,"bereinigt"
"2009-01-03T07:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T07:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.3,"bereinigt"
"2009-01-03T07:00+0100","Zch_Schimmelstrasse","WD","h1","°",12.91,"bereinigt"
"2009-01-03T07:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.13,"bereinigt"
"2009-01-03T07:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.15,"bereinigt"
"2009-01-03T07:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.63,"bereinigt"
"2009-01-03T07:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.7,"bereinigt"
"2009-01-03T08:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.87,"bereinigt"
"2009-01-03T08:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T08:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.47,"bereinigt"
"2009-01-03T08:00+0100","Zch_Schimmelstrasse","WD","h1","°",7.02,"bereinigt"
"2009-01-03T08:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",1.03,"bereinigt"
"2009-01-03T08:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.57,"bereinigt"
"2009-01-03T08:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.78,"bereinigt"
"2009-01-03T08:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.9,"bereinigt"
"2009-01-03T09:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.03,"bereinigt"
"2009-01-03T09:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T09:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.42,"bereinigt"
"2009-01-03T09:00+0100","Zch_Schimmelstrasse","WD","h1","°",7.22,"bereinigt"
"2009-01-03T09:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.88,"bereinigt"
"2009-01-03T09:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.57,"bereinigt"
"2009-01-03T09:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.75,"bereinigt"
"2009-01-03T09:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.08,"bereinigt"
"2009-01-03T10:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.5,"bereinigt"
"2009-01-03T10:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T10:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.53,"bereinigt"
"2009-01-03T10:00+0100","Zch_Schimmelstrasse","WD","h1","°",17.59,"bereinigt"
"2009-01-03T10:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.91,"bereinigt"
"2009-01-03T10:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.7,"bereinigt"
"2009-01-03T10:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.82,"bereinigt"
"2009-01-03T10:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",974.1,"bereinigt"
"2009-01-03T11:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.18,"bereinigt"
"2009-01-03T11:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T11:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.35,"bereinigt"
"2009-01-03T11:00+0100","Zch_Schimmelstrasse","WD","h1","°",356.23,"bereinigt"
"2009-01-03T11:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.79,"bereinigt"
"2009-01-03T11:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.8,"bereinigt"
"2009-01-03T11:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.62,"bereinigt"
"2009-01-03T11:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.92,"bereinigt"
"2009-01-03T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.02,"bereinigt"
"2009-01-03T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.28,"bereinigt"
"2009-01-03T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",357.77,"bereinigt"
"2009-01-03T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.73,"bereinigt"
"2009-01-03T12:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.55,"bereinigt"
"2009-01-03T12:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.62,"bereinigt"
"2009-01-03T12:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.44,"bereinigt"
"2009-01-03T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.87,"bereinigt"
"2009-01-03T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.27,"bereinigt"
"2009-01-03T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",358.29,"bereinigt"
"2009-01-03T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.68,"bereinigt"
"2009-01-03T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.07,"bereinigt"
"2009-01-03T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.43,"bereinigt"
"2009-01-03T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.14,"bereinigt"
"2009-01-03T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.87,"bereinigt"
"2009-01-03T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.15,"bereinigt"
"2009-01-03T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",16.72,"bereinigt"
"2009-01-03T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.68,"bereinigt"
"2009-01-03T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.23,"bereinigt"
"2009-01-03T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.43,"bereinigt"
"2009-01-03T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.12,"bereinigt"
"2009-01-03T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.45,"bereinigt"
"2009-01-03T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.23,"bereinigt"
"2009-01-03T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",351.27,"bereinigt"
"2009-01-03T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.58,"bereinigt"
"2009-01-03T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",73.92,"bereinigt"
"2009-01-03T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.4,"bereinigt"
"2009-01-03T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.28,"bereinigt"
"2009-01-03T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.27,"bereinigt"
"2009-01-03T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.1,"bereinigt"
"2009-01-03T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",346.89,"bereinigt"
"2009-01-03T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.58,"bereinigt"
"2009-01-03T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.23,"bereinigt"
"2009-01-03T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.42,"bereinigt"
"2009-01-03T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.52,"bereinigt"
"2009-01-03T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",74.4,"bereinigt"
"2009-01-03T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3.12,"bereinigt"
"2009-01-03T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",8.2,"bereinigt"
"2009-01-03T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.57,"bereinigt"
"2009-01-03T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.02,"bereinigt"
"2009-01-03T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.23,"bereinigt"
"2009-01-03T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.79,"bereinigt"
"2009-01-03T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",73.77,"bereinigt"
"2009-01-03T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",-3,"bereinigt"
"2009-01-03T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",3.22,"bereinigt"
"2009-01-03T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.52,"bereinigt"
"2009-01-03T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.08,"bereinigt"
"2009-01-03T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",-3.42,"bereinigt"
"2009-01-03T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",973.87,"bereinigt"
"2009-01-03T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",71.4,"bereinigt"
"2009-01-03T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"bereinigt"
"2009-01-03T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",-2.83,"bereinigt"
"2009-01-03T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",357.58,"bereinigt"
"2009-01-03T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.48,"bereinigt"
